z mb dmb x1 dx1 c dc l b true_mb true_x1 true_c
6.730356851490393311e-01 2.368790616083057543e+01 1.015653670779979034e-01 9.646444242789844470e-01 6.937806822363612458e-01 6.093292034600152757e-02 5.344832293437121185e-02 3.379090753245801881e+00 -5.446031475218308104e-01 2.363487835579970309e+01 6.941815591456147461e-01 5.436682106132016690e-02
8.004316111286651214e-01 2.373870054769998106e+01 1.468616385669979929e-01 2.397295924561221980e+00 2.553345325629650109e-01 1.547498753831169638e-02 3.758790360331754066e-02 9.911866976242573735e-01 -9.858695536136283799e-01 2.369866789717555733e+01 2.971424025127572310e+00 6.325036159195913943e-02
1.878911173088939623e-01 2.066852429713888029e+01 1.297105304827211869e-01 -1.323561908996365943e+00 5.873675138850829036e-01 9.518073188130504389e-03 4.444979235707573889e-02 1.965891302347782199e+00 9.756516642463117783e-01 2.054553350719674398e+01 -1.532620886002168170e+00 -4.766841498441122538e-03
5.245384408223592310e-01 2.289534310276032514e+01 7.721272488156069591e-02 1.143718347969791549e-01 3.223211958455680093e-01 -2.218285332075773525e-02 5.355693817906399118e-02 1.177234182871288448e+00 -1.094640079666748811e+00 2.275740281967642176e+01 -9.404283403201521563e-02 -3.560016613796217894e-03
6.997687438165145490e-01 2.333072820468198927e+01 1.100890211327493901e-01 4.619607848053585153e-01 5.249974202889717834e-01 -4.400618049320109693e-02 2.863098200186679071e-02 6.151515675900339986e+00 1.384799031465319352e+00 2.350447095558896393e+01 -2.108256130494714775e-01 -1.599767541992938580e-02
7.278904174983689135e-01 2.375815042656974896e+01 1.096973323192870914e-01 -3.402156685207022857e-01 2.996761245393709805e-01 -3.630366513950473994e-02 1.994903272439534775e-02 3.661886285885675107e+00 3.931816945786691386e-01 2.363023048725321118e+01 5.194585914650184932e-01 -1.217255841024589454e-02
3.961168633727829569e-01 2.253060190887284975e+01 1.171467185494273200e-01 -5.815591567428628483e-01 1.306034315026232684e-01 2.341543757075129073e-02 2.288440632231091704e-02 1.009978055354871174e+00 -1.972114270255240775e-01 2.242260520841661986e+01 -5.962933118280289158e-01 7.938481352097374877e-02
1.087424974860438098e+00 2.460739771000611142e+01 9.579520778538710979e-02 5.850856837909271801e-01 2.627925861277480291e-02 -4.843905008006762700e-03 2.955566566119922911e-02 2.416084488090391336e+00 -1.134437771008928619e+00 2.459548570457550909e+01 5.776943155183797973e-01 -1.321343854498116706e-02
3.380536705750272208e-01 2.172616460613556200e+01 1.428326027876064830e-01 -4.880701262442356247e-01 2.130334402489184320e-01 1.044474232865826718e-02 3.782943435567830137e-02 3.276031391087425693e+00 -8.811663643027102255e-01 2.166928355377360660e+01 -8.252987687628190461e-01 -3.435575713000935810e-02
5.728480984555464062e-01 2.299483022364304574e+01 9.836248446982420734e-02 -8.856936256972556265e-01 1.616687999313497492e-01 -3.459253677131591403e-02 4.567918954459834063e-02 2.631081166856166220e+00 -1.118027670527548034e+00 2.292189563597555235e+01 -9.073945695098171171e-01 -4.363278737676898333e-02
1.276388295377851811e+00 2.495989027637867608e+01 1.145157123088532958e-01 -6.621290576855014542e-01 3.907220724438031922e-01 -5.441684321623471710e-02 3.193535404253110971e-02 2.114727975175540120e+00 -7.275596227429136365e-01 2.493843811656452658e+01 -2.536865602609770232e-01 -7.635204645839474558e-02
6.561444084423997403e-01 2.352195609611010951e+01 1.008559851887917691e-01 5.715805046900502839e-01 4.974967333644878531e-01 -1.378190583576478258e-02 1.287139844310064216e-02 2.335521415346803575e+00 -1.234113646863370883e+00 2.315572217766492358e+01 2.490321625154727214e-01 -2.752033155539423959e-02
8.222578528360868777e-01 2.341652298594230075e+01 7.520448723185081674e-02 -3.691518756963731995e-01 5.248895017293474519e-01 -1.676448958607837103e-01 4.790323241674217941e-02 3.497632065469482576e+00 -7.406472397667711594e-01 2.339887618144148007e+01 4.991129864507216629e-01 -1.549486040426180100e-01
8.687757692450208680e-01 2.457940921483249141e+01 1.129459974611695255e-01 -1.644966760204036760e+00 5.756637828744854968e-01 6.713195139337867212e-02 2.178456518325544780e-02 6.160550497910816103e-01 -1.723359305611626424e-01 2.444045323379455681e+01 -8.925327248771373068e-01 6.862238523009051017e-02
1.241164641843732319e+00 2.504633197715825332e+01 9.037522925571114807e-02 8.487564223553528686e-01 3.518683625260676795e-01 3.820268026129930439e-02 2.252272869940736763e-02 2.056244107626654660e+00 1.181940641545239590e+00 2.503178536361395956e+01 5.816444179287341143e-01 2.583825824720829833e-02
5.350733184876839132e-01 2.288781891569893645e+01 8.785860589900085227e-02 -6.837112619517006218e-01 3.973762587214409447e-01 1.064880232595440644e-02 5.171020610153227726e-02 2.780916890618834625e+00 -9.048714301535072391e-01 2.288692818013904073e+01 -6.277954057541133004e-01 -4.730383801898534885e-03
1.682118082078452037e-01 1.990964328504058400e+01 1.017581610715577317e-01 -2.975459867511447420e-01 1.392219554314358676e-01 -4.197732518327854101e-02 4.661679989374464816e-02 3.541839579399225446e+00 5.578996411245882303e-01 1.995182614894884310e+01 -3.527632538347725277e-01 3.829223733544419306e-04
9.175032146058728078e-01 2.379460751257760620e+01 1.183975668716904378e-01 2.207232839425653514e-01 3.981776227589169936e-01 -1.126155783755726780e-01 4.476115828514166256e-02 7.918486062571622464e-01 -8.690916354611105676e-01 2.371168331359624304e+01 6.833474342213246011e-01 -1.338532499225443817e-01
1.108137267130214543e+00 2.495286554517381461e+01 1.268125848450228910e-01 -1.319216453983202753e+00 1.501859990532903033e-01 4.814714227035460370e-02 2.629031214140383280e-02 2.438367114551150738e+00 -5.962580253302337541e-01 2.474370762798088563e+01 -1.224486231422022176e+00 1.053310074791814072e-02
4.701198333822036446e-01 2.221785956711687149e+01 1.231339092518779210e-01 6.796897143870115343e-01 6.155129907373610987e-01 -2.319956257547028250e-02 4.604334716234406710e-02 5.586272576271712254e+00 5.322331437574422397e-01 2.244672094014589447e+01 3.925049595845989669e-01 -5.909642159317621268e-03
3.697641610799979883e-01 2.206195031570995368e+01 1.069612776349550820e-01 1.723490634949079947e+00 2.430771633183014258e-01 2.319139328158942304e-03 5.113408821833151374e-02 9.227751923013156610e-01 -1.185610437354780888e+00 2.184348354745567278e+01 1.977054992009191769e+00 4.910956620695679231e-02
1.255841315698241090e+00 2.518082328684928939e+01 1.319473552271798467e-01 -1.892387934835704666e+00 3.946850129482864511e-01 -1.199426881447396148e-01 3.390766648596075378e-02 2.973547323136941922e-01 -2.209604322999111081e-01 2.531649622052709603e+01 -1.837364340705849308e+00 -9.706102822907868022e-02
4.318462667200593241e-01 2.215847000872875583e+01 1.085386691104134604e-01 -1.537277494371339870e+00 1.352105384672177835e-01 -6.834805755195851040e-02 3.262993434248918218e-02 3.084492666975517494e+00 -6.543141200907323096e-01 2.234418073747918143e+01 -1.664739334232843593e+00 -7.318531223529904650e-02
1.210116333686020340e+00 2.528711926618997552e+01 1.190955043556794629e-01 1.225605258646529139e+00 4.669953553663148682e-01 8.887458205324974547e-02 4.265910295264800645e-02 2.030101952960380096e+00 -1.245083859805798943e+00 2.508049529354715190e+01 1.287398776533422051e+00 1.050953919737598746e-01
1.142725336499315958e+00 2.586041861710152645e+01 8.461592390483846371e-02 -1.677839974803594369e+00 2.393357718776739085e-01 1.674126262226909301e-01 2.700467123575387221e-02 1.430922597634899374e+00 -7.759693209064003616e-01 2.578525631707510257e+01 -1.545753880041189410e+00 1.646844645745746960e-01
1.232381560125206388e-01 1.876909001153478229e+01 8.701615314080736463e-02 2.895847048266284585e-01 5.036833552786484924e-01 -1.228568132315518147e-01 3.905698903593014110e-02 1.432914397716581023e+00 -5.660575406268290033e-01 1.873416001934386088e+01 1.446149171142595002e-01 -1.357567143107674956e-01
8.939927513938608072e-01 2.458855066806666301e+01 1.232400013531358418e-01 -5.024484249359807420e-01 2.940007113083187296e-01 9.035871697891394161e-02 4.520247418782812054e-02 4.476053150574674788e+00 9.025694512216440035e-01 2.454338682277544947e+01 -7.688051389205982078e-01 3.247133202472127916e-02
2.635253696891259878e-02 1.576489501377557367e+01 1.489731654067498745e-01 -8.255042865483013248e-01 4.656719656894872106e-01 4.516617112901379766e-02 3.956085536516371765e-02 3.166817197790822824e+00 -7.939014132108143107e-01 1.579124918335684136e+01 -8.430496534461021652e-01 5.383788567627133259e-03
1.147825174095360445e-01 1.852274641753798790e+01 1.483437040435758025e-01 1.113894807429015588e+00 3.076430204048208328e-02 -1.003308593550474026e-01 1.557051361725700703e-02 9.415369253191102628e-01 2.428993185580814729e-01 1.876389888058810129e+01 1.148813997956555255e+00 -8.668646736733405522e-02
8.918149694823671592e-01 2.492074164518837520e+01 1.142233787954922558e-01 6.600633512841082018e-01 3.366532501229183572e-01 2.565579542438821137e-01 2.165824184052488055e-02 4.086478298997217706e+00 6.631254676319942032e-01 2.496059203757324596e+01 3.789943019658437717e-01 2.522467395691257441e-01
7.492801658231529327e-01 2.376134452640857120e+01 1.371917232665154085e-01 6.506061644304613756e-01 4.404808969456196488e-01 5.683053585385550166e-02 4.544717651506941652e-02 6.851781996128275543e-01 -3.874535238510837809e-01 2.371494048105893171e+01 1.151250518445095627e+00 2.332558948102980700e-02
7.157641140215413866e-01 2.332585139159991883e+01 7.021486739140786471e-02 -4.608420988091580517e-01 4.094737313893366260e-01 -1.160456403473353604e-01 4.778936427222406358e-02 4.892980904666741182e+00 9.894726930550052924e-01 2.329673681544805319e+01 -1.460147486817574836e-01 -1.291843670590755999e-01
1.032975988954881075e+00 2.447408440305218491e+01 1.008058877825304955e-01 -2.047746414508932467e-01 1.280023997742160968e-01 -6.368438647783136730e-02 3.396809723711555901e-02 6.124186276948267782e+00 1.231086787179067388e+00 2.462880481706528002e+01 -1.338294422493473967e-01 4.236691749284281217e-03
7.672851908674473975e-01 2.367280491342508597e+01 1.437377394175044509e-01 4.999032411386832853e-01 3.990219243325507370e-01 -2.755624349443737409e-02 3.870324109266561063e-02 5.169424156399175629e+00 6.518339427181015777e-01 2.348318324862256290e+01 8.960996687717763809e-01 1.204365148485096043e-02
8.532587726525082683e-01 2.436837484210671079e+01 1.210139522142632401e-01 2.458843448791202757e+00 4.074950856527050913e-01 1.738605572552019141e-01 3.649029729767251651e-02 3.354865380991824075e+00 -1.030894471893136627e-01 2.437585094020487730e+01 1.394057889802255090e+00 1.137911014125268655e-01
9.781073592590148191e-01 2.445659992192375398e+01 1.081975908082703358e-01 2.168626811119596653e-01 5.429493205949904588e-01 -1.043062891383005585e-02 1.264022092778673001e-02 2.952528379807977110e+00 -7.527675949949508283e-01 2.449818275273744206e+01 -2.362788380933950050e-01 -8.825147586275710471e-03
5.427136073489275958e-01 2.248931187983556157e+01 1.213213194689325286e-01 3.113680165692382928e-01 7.373881510188912136e-01 -1.112483646101959101e-01 2.319522045456779910e-02 1.403916100863645156e+00 8.643920317396214248e-01 2.246476211971129544e+01 -1.973395250617616253e-02 -6.989911909787872857e-02
1.076357894244024838e+00 2.422856807920273425e+01 1.572449642179971074e-01 7.077823380472492154e-02 4.585844386785192239e-01 -1.585667336250144444e-01 2.312743701980969624e-02 1.116284769001528066e+00 -6.063902093178437092e-01 2.434735675164329294e+01 2.830019693519626456e-01 -1.331372911245161939e-01
8.577921232092795556e-01 2.372529302440823784e+01 9.520329742120607619e-02 3.340880176524905210e-01 5.418902973835554304e-01 -1.882052448339329720e-01 4.233113417136787071e-02 4.801393092459102618e+00 1.250154427686950731e+00 2.359127096500781562e+01 2.008350587050692360e-01 -1.314307911353535252e-01
6.210870996319612924e-01 2.324784304554327363e+01 1.420510269008727067e-01 2.475356219667057545e-02 3.611653481159300405e-01 1.229994694992802284e-01 2.885183748218332969e-02 1.139674456904491207e+00 4.041812566781707305e-01 2.341492023208666140e+01 1.030221940897846633e-01 8.739681125921069937e-02
2.076704942202185489e-01 2.065741178245493970e+01 1.144936491120006616e-01 1.191952831803389179e+00 1.593196263800414070e-01 5.891103835737314387e-02 4.386961531160116223e-02 2.590024835399004743e+00 -9.153991883933251250e-01 2.044993690917787177e+01 1.227500454117947948e+00 3.463728273257786483e-02
6.246186264983113468e-01 2.272777119777596511e+01 1.158842939832104707e-01 -4.300188374155510806e-01 1.075585442269931802e-01 -1.498999919045388152e-01 4.390723822573898427e-02 1.357393680384711532e+00 7.503840417141113273e-01 2.285043427865441501e+01 -4.687010410488857137e-01 -1.194689728215096308e-01
6.829335728857999221e-01 2.351248168916462333e+01 1.037024567099560646e-01 -2.226292762548510162e-01 5.110021250700578221e-01 -1.058149330507422436e-01 3.430721548299897616e-02 2.516412258524962642e+00 1.090294673671258208e+00 2.332805154720031382e+01 -1.290045327292698718e-01 -7.975484035720850629e-02
9.716601451088733299e-01 2.362720327334023551e+01 1.325954577185432526e-01 8.151070396834573240e-01 4.725089838029664646e-01 -1.363797471577774534e-01 3.909994838865749750e-02 6.906612549744858276e-01 -3.276963101455759864e-01 2.370489180688085185e+01 9.184057400914229508e-01 -1.753959755031871959e-01
6.186673312200157149e-01 2.260011523784577747e+01 1.190279854214648381e-01 7.240471041925278239e-01 1.421650584777519322e-01 -1.207917451852892760e-01 5.504627423581691381e-02 2.845661242217987219e+00 -9.602794277965073233e-01 2.265882476089867481e+01 6.278492959653513283e-01 -1.097586327970446612e-01
9.960246210173833159e-01 2.498354788278794913e+01 1.089026632627812102e-01 -6.323691774247546249e-01 5.779646879108502056e-02 7.769574354589346699e-02 1.036861804822441016e-02 1.093714173057631855e+00 -7.951831734739490676e-01 2.492935688305934505e+01 -6.412495327049396732e-01 7.441632696812447434e-02
1.182950217272505267e+00 2.502955996924419324e+01 7.270796602638071593e-02 9.371813467929937524e-02 3.242398161293872372e-01 1.331048520699928406e-01 3.495833862444407136e-02 5.275605159316671955e-01 3.102109555369169103e-01 2.510591045294460599e+01 -6.483553338657474518e-02 7.612101888975320030e-02
4.181064073782239099e-01 2.171678860781953446e+01 1.120568217869683247e-01 5.965283087987289790e-01 2.265564249960821119e-01 -1.013142235126056889e-01 1.090609027899004657e-02 3.733969919611933364e+00 1.167122035882878772e-01 2.186336491764972223e+01 6.961145752589327218e-01 -9.693427016918690353e-02
4.095918099925777156e-02 1.689343779363937514e+01 1.398171995663063660e-01 -6.754033360735587355e-01 1.567371242077877092e-01 8.016446469636730188e-02 1.994319442301849266e-02 2.339810042062040019e+00 1.255832665370347767e+00 1.690801830050003574e+01 -4.244063035568486075e-01 5.443760711215417381e-02
4.483334198673984972e-01 2.204051206924225781e+01 1.140812768385366660e-01 1.224626915009540351e+00 3.566972252882659733e-01 -4.912033052403730338e-02 3.885515871521220271e-02 1.399440321922445163e+00 -5.970692423608847665e-01 2.190700845985687195e+01 1.028816979040326540e+00 -9.409517492864524768e-02
9.997014544084679155e-01 2.450733898225070817e+01 1.255104740613560976e-01 -1.092621516700359230e+00 4.287661403235960567e-01 -8.368819439183870779e-02 3.988511032917683996e-02 2.306725597632250047e+00 1.060956784185739243e+00 2.429703464052996864e+01 -5.973400988259819355e-01 -1.296671426234926039e-01
1.194855362166642454e+00 2.463239319347171730e+01 1.397772461052791959e-01 3.690633778362977790e-01 3.216591302013083742e-01 2.609853617744671561e-02 6.989621936202414232e-02 1.367826946256477161e+00 -6.288851112281255151e-01 2.482945348793021267e+01 7.561104790093312600e-01 3.528806498237849198e-05
9.951619466474896925e-01 2.464576999212655650e+01 1.171348811072715906e-01 2.134781947493338550e-01 6.214102141782362754e-01 4.007740679935629241e-02 7.035899048820651314e-02 5.684150036399489014e-01 -9.830018088906495866e-01 2.459427185977625285e+01 4.470240187327458870e-01 2.505824876114172428e-02
7.389401531559780523e-01 2.373761527616205314e+01 7.730767411470507167e-02 -8.051893354166852479e-01 1.902447147694311946e-01 4.586843935157338889e-03 3.319540917601628005e-02 9.965356729353949117e-01 -1.312794900170479950e+00 2.376723786563849217e+01 -1.030217895985800824e+00 1.041243256847568938e-02
